bathrooms,bedrooms,condition,floors,grade,id,Price,sqft_above,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,yr_renovated
2,6,3,1,7,A1196,632000,1370,1190,2560,8320,0,1961,0
2,5,3,1,7,A1197,357000,1140,400,1540,4000,0,1990,0
1,3,3,1,7,A1198,361000,1150,0,1150,17585,0,1964,0
1,2,3,1,6,A1199,277000,770,0,770,8149,0,1948,0
3,4,4,1,10,A1200,630000,2500,2110,4610,40202,0,1980,0
2,3,3,2,8,A1201,254000,1850,0,1850,4597,0,2003,0
2,3,3,1,8,A1202,472800,1290,550,1840,8400,0,1961,0
1,3,3,1,6,A1203,263000,700,790,1490,3800,0,1913,0
1,3,3,1,6,A1204,510000,700,790,1490,3800,0,1913,0
1,3,4,1,7,A1205,179950,960,0,960,10125,0,1952,0
2,4,3,1,8,A1206,525000,1160,420,1580,7307,0,1973,0
2,3,3,3,8,A1207,479000,1260,0,1260,889,0,2008,0
2,3,5,1,7,A1208,651000,970,970,1940,6440,0,1940,0
1,4,4,1,8,A1209,949000,1240,1250,2490,7834,0,1958,0
2,5,3,1.5,7,A1210,392400,1890,630,2520,27951,0,1942,1970
1,4,4,1,7,A1211,585000,920,840,1760,5356,0,1950,0
2,4,3,2,7,A1212,460000,4190,0,4190,7504,0,2004,0
1,3,3,1,7,A1213,470000,870,300,1170,4400,0,1951,0
2,3,3,2,7,A1214,245000,1600,0,1600,4271,0,2003,0
2,4,4,2,8,A1215,500000,1800,960,2760,27631,0,1978,0
2,3,3,2,8,A1216,455000,2090,0,2090,8653,0,1989,0
2,4,3,2,7,A1217,485500,2320,0,2320,3974,0,1999,0
3,5,3,2,9,A1218,1880000,3150,960,4110,7920,0,1921,0
1,2,3,1,7,A1219,100000,770,0,770,17334,0,1978,0
1,3,3,1,7,A1220,307000,1410,0,1410,16105,0,1982,0
3,4,3,2,10,A1221,475000,2660,1000,3660,14401,0,1994,0
2,4,3,1,7,A1222,330000,1190,990,2180,7210,0,1972,0
1,3,4,1,7,A1223,130000,1110,0,1110,7520,0,1960,0
2,3,3,2,8,A1224,320000,2280,0,2280,7417,0,1998,0
2,4,3,2,9,A1225,735000,2050,770,2820,6180,0,2013,0
2,4,3,1,7,A1226,365000,800,770,1570,9600,0,1972,0
1,3,4,1,7,A1227,234000,1200,0,1200,11935,0,1968,0
2,4,3,1.5,7,A1228,211000,1710,0,1710,8288,0,1970,0
3,6,3,2,8,A1229,680000,2400,600,3000,6320,0,1969,0
3,4,3,2,8,A1230,457000,2800,0,2800,7845,0,2002,0
2,3,3,2,7,A1231,349000,1640,0,1640,7261,0,1989,0
2,3,3,1,7,A1232,360000,1210,820,2030,6840,0,1979,0
2,4,3,2,8,A1233,350000,2530,0,2530,10155,0,1998,0
1,3,5,1,6,A1234,208000,990,0,990,7420,0,1960,0
1,2,4,1,6,A1235,250275,790,0,790,11234,0,1942,0
1,2,4,1,6,A1236,435000,790,0,790,11234,0,1942,0
1,3,3,1,6,A1237,270000,1470,330,1800,7763,0,1984,0
1,3,4,1,7,A1238,438000,1650,0,1650,12940,0,1961,0
2,4,3,2,8,A1239,659000,1980,0,1980,23625,0,1938,1984
2,4,4,1,7,A1240,645000,1310,1030,2340,6350,0,1974,0
2,4,3,2,9,A1241,685100,2790,0,2790,5423,0,1999,0
3,7,3,1,7,A1242,350000,1400,1400,2800,9569,0,1963,0
1,2,3,1,6,A1243,375000,1840,0,1840,81892,0,1955,0
1,3,2,1,7,A1244,170000,1350,0,1350,81549,0,1966,0
2,4,3,3,9,A1245,880000,3030,0,3030,3841,0,2005,0
2,4,3,2,8,A1246,410500,1980,0,1980,5000,0,2008,0
2,4,3,2,10,A1247,780000,3690,0,3690,13609,0,1996,0
4,5,3,2.5,10,A1248,1230000,2932,800,3732,4426,0,2001,0
1,2,3,1,8,A1249,449000,1510,0,1510,6852,0,2005,0
1,3,4,1,7,A1250,546000,1110,890,2000,5000,0,1921,0
2,3,5,1,7,A1251,317000,1060,700,1760,11410,0,1977,0
1,3,4,1,7,A1252,276900,1270,0,1270,7566,0,1958,0
2,5,3,1,8,A1253,399000,1420,1200,2620,7030,0,1965,0
2,5,4,1,8,A1254,495000,1690,940,2630,10165,0,1976,0
1,3,4,1,8,A1255,258000,1330,940,2270,9000,0,1978,0
2,2,4,1,7,A1256,600000,1940,470,2410,102366,0,1912,1989
2,3,3,3,8,A1257,265000,1120,0,1120,881,0,1999,0
2,5,4,1,7,A1258,321000,1540,1490,3030,7000,0,1978,0
2,5,4,1.5,7,A1259,682000,1720,400,2120,4000,0,1910,0
2,4,3,2,8,A1260,295700,1720,0,1720,5805,0,2000,0
2,4,3,2,9,A1261,609000,2150,0,2150,37981,0,1985,0
4,3,3,2,9,A1262,995000,3720,660,4380,47044,1,1968,1990
2,3,4,2,8,A1263,530000,2010,0,2010,11817,0,1986,0
2,5,5,2,8,A1264,614000,1870,1280,3150,5150,0,1907,2004
2,3,3,1,8,A1265,390000,1770,730,2500,21780,0,1986,0
2,3,3,2,7,A1266,467000,1690,0,1690,6642,0,2004,0
2,6,3,1,8,A1267,484000,2060,1240,3300,13501,0,1980,0
2,3,3,3,8,A1268,340000,1240,0,1240,1115,0,2003,0
2,3,3,2,8,A1269,302495,2200,0,2200,7201,0,1994,0
1,3,5,1,7,A1270,532500,980,640,1620,3360,0,1927,0
2,3,3,2,8,A1271,441500,1780,640,2420,9592,0,1993,0
2,4,4,1,7,A1272,470000,1530,1150,2680,8062,0,1967,0
3,4,3,2,9,A1273,2300000,4250,0,4250,8570,0,2004,0
2,3,3,1,9,A1274,590000,2400,0,2400,99752,0,1996,0
1,3,3,1,8,A1275,320000,1770,530,2300,12000,0,1942,0
2,2,3,2,8,A1276,363000,800,120,920,1201,0,2009,0
2,4,4,2,9,A1277,747500,2350,0,2350,18600,0,1977,0
2,2,3,2,8,A1278,750000,2630,0,2630,7957,0,2003,0
3,4,4,2,9,A1279,831000,1610,560,2170,4000,0,1982,2011
2,3,3,2,7,A1280,403000,1700,0,1700,4125,0,2004,0
2,3,3,2,7,A1281,445000,2470,0,2470,4565,0,2005,0
1,3,4,1,7,A1282,345000,1250,0,1250,17380,0,1970,0
3,3,3,1,10,A1283,2260000,3110,0,3110,14872,0,2003,0
2,3,3,1,7,A1284,371025,1530,0,1530,8925,0,1977,0
1,2,3,1,6,A1285,355000,960,0,960,6250,0,1916,0
1,3,4,1,7,A1286,270000,1240,0,1240,14110,0,1972,0
2,4,4,2,7,A1287,425000,2440,0,2440,15349,0,1957,0
1,3,3,1,8,A1288,364808,1620,700,2320,7875,0,1967,0
2,3,3,1,8,A1289,320000,1200,380,1580,6561,0,1981,0
2,4,3,2,9,A1290,325000,2963,0,2963,5797,0,2006,0
2,3,3,2,8,A1291,350000,2230,240,2470,10290,0,1984,0
1,3,3,1,6,A1292,170000,1370,0,1370,10176,0,1947,0
1,2,4,1,6,A1293,255000,960,0,960,28717,0,1984,0
1,3,3,1,7,A1294,550000,880,250,1130,7500,0,1947,0
4,4,3,2,12,A1295,835000,4930,0,4930,25714,0,2005,0
1,3,4,1,6,A1296,420000,800,350,1150,5120,0,1946,0
2,4,5,2.5,8,A1297,925000,2190,0,2190,7350,0,1958,0
1,2,3,1,7,A1298,389250,930,560,1490,4080,0,1956,0
2,3,3,1,8,A1299,748000,1300,1300,2600,10183,0,2004,0
1,3,3,1,7,A1300,284000,1200,330,1530,9600,0,1988,0
2,4,3,1,7,A1301,588000,980,700,1680,5000,0,1950,0
1,3,4,1,7,A1302,372500,1680,0,1680,8648,0,1963,0
3,4,4,2,7,A1303,285000,1900,0,1900,7194,0,1988,0
1,3,3,1,7,A1304,360000,1570,0,1570,9467,0,1954,0
1,3,4,1,7,A1305,275000,1150,220,1370,17859,0,1930,0
2,2,3,1,8,A1306,428000,1350,0,1350,4225,0,2003,0
2,6,3,2,8,A1307,847000,3010,0,3010,17864,0,1969,0
1,3,4,1,6,A1308,316000,1010,0,1010,7838,0,1977,0
2,3,3,2,8,A1309,375000,2050,0,2050,7205,0,2000,0
1,3,3,1,7,A1310,533000,1170,500,1670,4080,0,1967,0
2,5,3,2,11,A1311,556000,3840,0,3840,16905,0,1991,0
2,4,3,1,7,A1312,225000,1200,1020,2220,14120,0,1966,0
2,4,4,1,8,A1313,537250,1640,950,2590,9530,0,1978,0
1,3,4,1,7,A1314,255000,1180,0,1180,13650,0,1967,0
2,4,3,2,7,A1315,530000,2950,0,2950,4836,0,2006,0
6,6,4,2,12,A1316,5300000,5000,2390,7390,24829,1,1991,0
2,3,3,2,9,A1317,595000,2150,0,2150,31238,0,1996,0
2,4,4,1,7,A1318,548000,2100,0,2100,8880,0,1958,0
1,3,3,1,7,A1319,234975,1100,550,1650,8073,0,1980,0
1,3,3,2.5,9,A1320,600000,1430,190,1620,1325,0,2005,0
1,4,4,1,7,A1321,432000,1750,0,1750,12528,0,1967,0
1,3,3,2,7,A1322,455000,1380,0,1380,6657,0,1986,0
1,3,3,1,7,A1323,279950,1210,300,1510,11234,0,1965,0
1,3,4,1,7,A1324,267500,1600,0,1600,9072,0,1963,0
2,4,3,2,8,A1325,620000,1840,0,1840,220308,0,2000,0
1,2,2,1,6,A1326,110000,830,0,830,7590,0,1943,0
3,3,4,2,8,A1327,625000,1440,370,1810,1846,0,2009,0
1,2,3,1,7,A1328,389000,910,0,910,7000,0,1952,0
2,4,3,2,9,A1329,1200000,2120,0,2120,3360,0,1905,0
2,4,4,2,8,A1330,788500,2510,0,2510,133729,0,1977,0
2,5,3,1,8,A1331,567000,1600,500,2100,6936,0,1974,0
2,2,3,1,8,A1332,515000,1870,820,2690,15000,0,1987,0
2,4,5,1,8,A1333,605000,1590,840,2430,11870,0,1968,0
3,4,3,2,7,A1334,430000,2452,0,2452,4800,0,1936,1994
1,2,3,1,7,A1335,805000,1550,0,1550,6000,0,1920,0
2,3,3,2,8,A1336,567500,2080,0,2080,4556,0,1999,0
1,3,5,1,7,A1337,647500,1290,0,1290,3870,0,1916,0
1,2,4,2.5,7,A1338,495000,1850,0,1850,2530,0,1903,0
2,4,3,2,9,A1339,825000,3370,0,3370,5000,0,2006,0
2,4,4,2,8,A1340,435000,2730,0,2730,7506,0,1987,0
1,3,5,1,7,A1341,445950,1300,0,1300,7800,0,1968,0
2,5,3,2,10,A1342,960000,3040,0,3040,10257,0,1993,0
3,4,5,1.5,8,A1343,780000,1480,960,2440,3600,0,1929,0
2,3,4,1,8,A1344,274500,1320,400,1720,9000,0,1969,0
3,5,4,1.5,8,A1345,729953,2000,1230,3230,5167,0,1909,0
1,3,3,2,8,A1346,464950,1030,170,1200,890,0,2008,0
1,4,3,1,8,A1347,620000,2350,0,2350,18800,0,1959,0
3,4,3,2,9,A1348,735000,3100,0,3100,5600,0,2005,0
2,4,3,1,8,A1349,450000,1400,640,2040,9565,0,1959,0
1,4,3,1.5,7,A1350,450000,1250,750,2000,4676,0,1916,1986
2,4,4,2.5,9,A1351,842500,2160,0,2160,5298,0,1902,0
2,3,3,1,7,A1352,360000,1070,900,1970,79714,0,1979,0
2,3,3,2,8,A1353,585000,2270,0,2270,100545,0,1998,0
2,3,4,1,7,A1354,461000,1150,700,1850,7923,0,1977,0
1,2,3,1,7,A1355,345000,920,430,1350,4494,0,1949,0
2,3,3,1,10,A1356,1080000,1680,1600,3280,10302,0,1970,0
2,4,3,2,8,A1357,643000,2270,0,2270,8391,0,1988,0
2,4,3,2,9,A1358,690000,2820,0,2820,8307,0,1990,0
1,4,3,1.5,7,A1359,282000,1200,0,1200,11111,0,1949,0
1,3,4,1,8,A1360,549000,1120,880,2000,6130,0,1951,0
2,3,4,2,9,A1361,815000,1560,750,2310,6000,0,1926,0
4,5,5,2,8,A1362,2200000,2860,1780,4640,22703,1,1952,0
2,3,4,2,8,A1363,700000,2330,0,2330,11424,0,1984,0
2,3,3,2,9,A1364,933399,3110,830,3940,10360,0,1992,0
1,3,3,1,7,A1365,290000,1440,0,1440,11250,0,1967,0
1,4,5,1,7,A1366,372000,1340,620,1960,9300,0,1979,0
1,2,4,1,7,A1367,450000,790,460,1250,2890,0,1920,0
2,3,3,2,8,A1368,303700,1981,0,1981,5700,0,2010,0
2,4,4,2,9,A1369,672000,2440,0,2440,10049,0,1989,0
1,4,3,1.5,6,A1370,334000,1150,0,1150,9360,0,1970,0
1,2,3,1,6,A1371,260000,1120,0,1120,5650,0,1944,0
1,3,4,1,8,A1372,749950,1000,800,1800,5700,0,1941,0
2,4,4,2,8,A1373,330000,2380,0,2380,122038,0,1984,0
3,5,3,2,8,A1374,830000,2140,780,2920,2808,0,1960,1992
2,3,3,1,8,A1375,1130000,2790,0,2790,13791,0,2006,0
1,3,4,1,6,A1376,320000,910,650,1560,7552,0,1948,0
1,2,5,1.5,7,A1377,260000,1550,0,1550,15250,0,1920,0
2,3,5,1,6,A1378,225000,970,730,1700,11475,0,1945,0
1,1,3,1,5,A1379,279200,640,0,640,6350,0,1939,0
3,4,3,2,8,A1380,520000,2040,640,2680,10000,0,1942,2014
2,3,4,2,8,A1381,505000,1860,0,1860,8060,0,1987,0
1,3,4,1,7,A1382,234000,1010,480,1490,8366,0,1975,0
2,4,3,2,9,A1383,503000,2470,0,2470,5044,0,2005,0
2,4,4,1,8,A1384,606000,1740,650,2390,8858,0,1979,0
1,3,4,1,7,A1385,433500,780,450,1230,6000,0,1937,0
1,3,3,1,8,A1386,250000,1510,1330,2840,10182,0,1951,0
2,3,4,2,9,A1387,719000,2120,0,2120,9307,0,1984,0
2,3,4,1,8,A1388,381000,1770,0,1770,14400,0,1959,0
2,3,3,2,8,A1389,267000,2495,0,2495,4400,0,2007,0
0,1,5,1,7,A1390,275000,880,290,1170,14149,0,1962,0
2,4,3,2,8,A1391,651000,2740,0,2740,7140,0,1993,0
1,2,3,1,7,A1392,439000,850,200,1050,5671,0,1949,0
1,2,4,1,7,A1393,325000,1130,0,1130,5070,0,1955,0
1,2,3,1,7,A1394,490000,880,0,880,6380,0,1938,1994
2,4,3,2,9,A1395,519900,2403,0,2403,6172,0,1999,0
2,4,3,2,9,A1396,545000,3410,0,3410,35040,0,1984,0
4,4,3,2,11,A1397,1060000,5320,0,5320,20041,0,2003,0
1,4,4,1,7,A1398,542000,950,950,1900,8250,0,1955,0
1,4,4,2,7,A1399,465000,1810,0,1810,21650,0,1961,0
2,2,3,1,8,A1400,408000,1200,0,1200,3900,0,2006,0
2,4,3,2,8,A1401,292000,2060,0,2060,5950,0,2000,0
1,3,3,1,7,A1402,253000,1250,0,1250,10122,0,1994,0
1,2,5,1,6,A1403,280000,910,0,910,4662,0,1942,0
2,3,3,2,10,A1404,658588,2560,0,2560,41346,0,1986,0
2,4,4,1,8,A1405,635000,1200,720,1920,8910,0,1969,0
2,4,3,2,8,A1406,439000,2240,0,2240,8300,0,1978,0
2,3,3,2,8,A1407,300000,1260,0,1260,3855,0,1999,0
1,3,4,1,8,A1408,345000,1360,0,1360,13496,0,1960,0
2,4,3,2,8,A1409,283500,2100,0,2100,8050,0,1978,0
1,2,3,1.5,7,A1410,425000,1460,650,2110,4920,0,1911,0
1,3,3,1,8,A1411,685000,1560,650,2210,8955,0,1974,0
2,3,3,2,8,A1412,750000,2360,0,2360,12987,0,1983,0
1,4,3,1,6,A1413,245000,1280,0,1280,8000,0,1960,0
3,6,3,1,7,A1414,585444,1640,1100,2740,6924,0,1962,0
2,4,3,2,9,A1415,706000,2740,0,2740,7571,0,2009,0
2,4,3,1.5,7,A1416,445000,1830,800,2630,9099,0,1944,2009
2,3,3,1,7,A1417,241000,1650,0,1650,6000,0,1990,0
2,2,3,2,8,A1418,1180000,1770,0,1770,7155,1,1957,2004
1,3,4,1.5,7,A1419,530000,1050,450,1500,5750,0,1927,0
1,3,3,1,7,A1420,350000,1130,300,1430,12199,0,1948,0
3,4,3,2,10,A1421,1700000,3190,0,3190,17186,1,1999,0
1,3,3,1,7,A1422,389000,1280,0,1280,9630,0,1968,0
2,4,4,2,7,A1423,799000,2140,250,2390,6820,0,1945,0
2,4,4,1,9,A1424,1400000,2020,2020,4040,9630,0,1951,0
1,2,5,1,7,A1425,340895,920,0,920,8612,0,1947,0
2,4,3,2,9,A1426,780000,2730,0,2730,10281,0,1996,0
1,2,3,1,7,A1427,350000,1320,0,1320,73600,0,1993,0
2,3,3,2,7,A1428,470000,2620,0,2620,4874,0,1999,0
3,4,3,2,11,A1429,914600,3180,0,3180,80837,0,1985,0
2,4,3,2,8,A1430,354000,2900,0,2900,4762,0,2005,0
2,5,4,1.5,6,A1431,470000,1900,0,1900,6000,0,1920,0
2,3,5,1,7,A1432,715000,1160,600,1760,5400,0,1927,0
1,2,4,1,6,A1433,265000,760,0,760,4000,0,1950,0
3,4,5,2,10,A1434,2540000,2760,950,3710,20000,0,1936,0
1,3,3,1,7,A1435,640000,1530,0,1530,4944,0,1950,0
1,4,4,2,7,A1436,290000,1870,120,1990,18900,0,1929,0
4,5,3,1,8,A1437,480000,2130,1700,3830,35000,0,1976,0
2,3,5,1,7,A1438,535000,1120,920,2040,5600,0,1954,0
1,3,5,1,8,A1439,907000,2170,0,2170,12220,0,1965,0
1,3,4,1,7,A1440,459000,1090,530,1620,7330,0,1974,0
2,3,3,1,9,A1441,1360000,2310,1290,3600,21399,0,1950,2007
1,3,3,1,7,A1442,264950,1070,400,1470,11599,0,1967,0
1,3,1,1.5,6,A1443,352950,1760,0,1760,3000,0,1900,0
2,3,4,1,8,A1444,491500,1510,720,2230,13100,0,1974,0
3,4,3,2,10,A1445,1230000,2830,940,3770,37034,0,1989,0
1,3,4,1,7,A1446,369500,1200,0,1200,9194,0,1952,0
2,3,3,2,9,A1447,566000,2090,0,2090,6294,0,2004,0
2,3,4,1,7,A1448,290000,1210,290,1500,7308,0,1968,0
5,5,3,2,12,A1449,5350000,6720,1280,8000,23985,0,2009,0
1,3,3,1,6,A1450,180000,870,0,870,5330,0,1969,2014
1,2,4,1,6,A1451,215000,1010,0,1010,6000,0,1944,0
1,2,4,1,6,A1452,302000,1010,0,1010,6000,0,1944,0
1,3,3,1,7,A1453,352500,1160,700,1860,7881,0,1986,0
2,4,4,1,5,A1454,235867,1330,0,1330,5926,0,1942,0
2,3,3,2,8,A1455,500000,1760,0,1760,11946,0,1978,0
2,3,3,2,7,A1456,382000,1800,0,1800,4500,0,1995,0
2,5,3,1.5,7,A1457,515000,990,700,1690,2402,0,1930,0
1,1,3,1,6,A1458,250000,660,0,660,2600,0,1919,0
2,3,4,1.5,7,A1459,672500,1250,1150,2400,5300,0,1939,0
2,3,3,2,9,A1460,755000,3020,0,3020,13031,0,1989,0
1,3,3,2,7,A1461,707500,1500,0,1500,2555,0,1910,0
2,4,4,1,6,A1462,459000,960,600,1560,3840,0,1924,0
1,3,3,1.5,7,A1463,140000,1090,0,1090,10620,0,1959,0
1,2,3,1,7,A1464,495000,970,0,970,4284,0,1905,0
3,3,3,2,9,A1465,757000,3190,0,3190,5283,0,2007,0
3,3,3,2,9,A1466,765000,3190,0,3190,5283,0,2007,0
1,4,4,1,7,A1467,359000,1890,0,1890,6052,0,1955,0
1,3,3,1,6,A1468,440000,1050,0,1050,7500,0,1900,0
1,4,3,1,7,A1469,400000,1140,250,1390,7200,0,1965,0
2,3,4,1,7,A1470,652000,850,850,1700,4080,0,1941,0
1,3,3,1,7,A1471,260000,1050,0,1050,5850,0,1980,0
3,5,3,1,9,A1472,1330000,2120,1220,3340,10796,0,1964,1990
2,4,3,1,6,A1473,519500,1540,0,1540,17859,0,1964,0
1,3,4,1.5,7,A1474,650000,1560,150,1710,5992,0,1928,0
2,4,3,2,8,A1475,280000,2100,0,2100,8075,0,1978,0
1,4,4,1,8,A1476,515000,1730,0,1730,7980,0,1965,0
2,3,3,2,7,A1477,400000,1500,0,1500,2692,0,1986,0
2,3,3,2,9,A1478,652100,2380,0,2380,5017,0,2003,0
3,6,3,2,7,A1479,235000,2180,0,2180,7956,0,1980,0
1,4,3,2,8,A1480,701000,1840,0,1840,10080,0,1907,0
2,4,3,2,9,A1481,640000,2341,0,2341,9594,0,1997,0
2,3,3,2,7,A1482,455800,1690,0,1690,4584,0,2002,0
2,3,3,2,8,A1483,504750,2490,0,2490,21937,0,1993,0
3,3,3,2,9,A1484,483000,2440,0,2440,15540,0,1992,0
0,3,5,1,6,A1485,530000,920,0,920,20412,1,1950,0
1,2,3,1,6,A1486,250000,1030,0,1030,8786,0,1956,0
2,5,3,1,7,A1487,229950,1260,740,2000,5885,0,1994,0
3,4,3,2,9,A1488,884744,4210,0,4210,9414,0,2001,0
1,3,3,1,7,A1489,514000,1080,530,1610,9964,0,1977,0
2,3,4,1,8,A1490,532000,1430,480,1910,35015,0,1977,0
2,4,3,2,8,A1491,423000,2660,0,2660,5539,0,2004,0
1,2,5,1,6,A1492,420000,820,0,820,4025,0,1922,0
1,3,3,1,8,A1493,521000,1730,0,1730,18250,0,1988,0
2,4,3,2,8,A1494,577000,2360,0,2360,7490,0,1979,0
1,3,3,1,7,A1495,425000,970,0,970,8040,0,1956,0
2,4,3,2,8,A1496,495000,2460,0,2460,4862,0,2004,0
2,3,3,2,9,A1497,340000,2690,0,2690,8577,0,1987,0
3,3,3,2,8,A1498,499950,1430,390,1820,1991,0,2014,0
3,4,3,2,9,A1499,1220000,2370,1100,3470,4750,0,2014,0
2,4,5,1,8,A1500,720000,2110,1260,3370,7634,0,1977,0
1,3,3,1,7,A1501,249000,1010,690,1700,8247,0,1970,0
1,3,4,1,7,A1502,206135,1340,0,1340,11070,0,1978,0
2,5,4,2,7,A1503,300000,2000,0,2000,9276,0,1968,0
3,6,3,1.5,8,A1504,612000,2460,1380,3840,14040,0,1949,0
2,5,3,2,10,A1505,1100000,3890,0,3890,27311,0,1950,1990
2,4,4,1.5,7,A1506,230000,1220,0,1220,9100,0,1970,0
1,3,3,1,8,A1507,850000,1250,1030,2280,4600,0,1936,0
2,4,4,1,7,A1508,355000,1940,830,2770,7000,0,1979,0
2,4,3,2,9,A1509,442000,2520,0,2520,7253,0,1990,0
3,4,3,2,8,A1510,399000,3060,0,3060,5000,0,2001,0
2,4,3,2,9,A1511,360000,2390,0,2390,7115,0,1999,0
1,3,3,1,8,A1512,390000,1320,0,1320,7725,0,1978,0
2,5,3,1,8,A1513,413000,1650,1250,2900,8711,0,1977,0
1,2,3,1,6,A1514,190000,700,0,700,9500,0,1951,0
2,3,3,2,8,A1515,432900,2210,0,2210,9226,0,1998,0
2,3,3,2,9,A1516,621138,2180,0,2180,7741,0,1986,0
2,3,3,1.5,7,A1517,270000,1550,530,2080,4252,0,2003,0
2,4,3,1,8,A1518,610000,1490,600,2090,35040,0,1980,0
2,3,5,1,7,A1519,500000,960,760,1720,5525,0,1941,0
2,4,5,1,8,A1520,715000,2460,0,2460,40635,0,1968,0
1,3,4,1,7,A1521,264000,1470,0,1470,14821,0,1958,0
1,3,3,1.5,8,A1522,550000,1650,0,1650,3200,0,1901,0
2,3,3,1,8,A1523,337000,1690,0,1690,9087,0,1997,0
1,3,4,1,6,A1524,170000,970,0,970,8710,0,1962,0
2,4,4,1,7,A1525,405000,1130,900,2030,9095,0,1972,0
2,4,3,1,10,A1526,775000,2540,0,2540,28563,0,1984,0
2,3,4,1,7,A1527,425000,1200,370,1570,7475,0,1983,0
2,5,4,2,8,A1528,713000,1720,860,2580,9242,0,1967,0
2,5,3,1,8,A1529,555000,1420,670,2090,8712,0,1966,0
2,4,3,2,9,A1530,810000,3260,0,3260,5608,0,2003,0
3,4,4,2,11,A1531,1250000,3830,0,3830,41263,0,1990,0
3,3,5,2,8,A1532,819000,1530,600,2130,6150,0,1908,0
2,3,3,2,8,A1533,409900,1410,280,1690,1200,0,2013,0
2,2,5,2,9,A1534,935000,1780,0,1780,2067,0,1974,0
1,4,4,1,7,A1535,657500,1380,240,1620,7560,0,1947,0
3,6,3,2,9,A1536,900000,3280,930,4210,6105,0,2008,0
3,5,3,2.5,9,A1537,932800,2980,0,2980,7095,0,1998,2007
2,3,4,1,8,A1538,391000,1490,0,1490,9000,0,1977,0
2,4,3,2,8,A1539,420000,2110,0,2110,9825,0,2000,0
3,6,3,2,10,A1540,1300000,5153,1410,6563,32670,0,2002,0
1,3,5,1,8,A1541,415000,1510,0,1510,16800,0,1956,0
1,3,3,1,8,A1542,350000,1590,240,1830,9425,0,1946,0
1,2,4,2,7,A1543,375000,830,400,1230,1820,0,1948,0
1,3,5,1,8,A1544,860000,1300,880,2180,14135,0,1947,0
2,4,4,1,8,A1545,495000,1110,1110,2220,8872,0,1961,0
2,4,3,1,7,A1546,250000,1730,0,1730,8400,0,1962,0
2,4,4,1,8,A1547,365000,1990,0,1990,21312,0,1968,0
2,3,5,1,7,A1548,503000,1210,330,1540,6760,0,1980,0
1,2,4,1,6,A1549,150000,1100,0,1100,7200,0,1944,0
1,4,4,1,7,A1550,450000,820,820,1640,1480,0,1912,0
3,4,3,2,8,A1551,355000,2590,0,2590,7213,0,2001,0
2,3,4,2,7,A1552,245000,1450,0,1450,9333,0,1972,0
2,3,4,1,7,A1553,265900,1180,0,1180,7793,0,1992,0
2,4,3,1,7,A1554,299000,1220,600,1820,7575,0,1975,0
2,4,4,2,10,A1555,957500,2360,0,2360,11523,0,1968,0
1,3,4,1,7,A1556,343000,1120,0,1120,7250,0,1972,0
2,3,3,2,7,A1557,307500,1646,0,1646,7364,0,1994,0
3,5,3,2,10,A1558,937500,4210,0,4210,14599,0,2004,0
3,3,4,1,8,A1559,610000,1620,860,2480,45302,0,1976,0
1,3,3,1,8,A1560,720000,1310,280,1590,7080,0,1952,0
2,4,5,1.5,7,A1561,610000,1650,480,2130,2620,0,1919,0
1,3,4,1,7,A1562,434500,1650,0,1650,7965,0,1967,0
2,2,4,1,10,A1563,602500,2250,840,3090,47044,0,1979,0
2,4,3,2,8,A1564,607010,1700,480,2180,4000,0,2002,0
1,3,3,1,7,A1565,610000,1040,760,1800,5750,0,1947,0
2,4,3,2,10,A1566,828500,3720,0,3720,35000,0,1983,0
1,3,3,1,6,A1567,199990,1100,0,1100,8560,0,1961,0
1,3,3,1,7,A1568,294000,1530,0,1530,9362,0,1987,0
2,4,3,2,9,A1569,789500,3010,0,3010,6100,0,2005,0
3,3,3,2,10,A1570,797000,3500,0,3500,9473,0,2008,0
3,5,3,2,7,A1571,539950,3100,0,3100,5250,0,2006,0
1,4,4,1,7,A1572,284950,1170,830,2000,6778,0,1962,0
1,4,3,1,7,A1573,776500,1510,780,2290,10372,0,1965,1987
2,4,3,1,7,A1574,525000,1510,890,2400,10070,0,1967,0
2,3,3,2,8,A1575,303000,1850,0,1850,4957,0,1999,0
3,3,3,2,9,A1576,722080,2340,1340,3680,7650,0,1988,0
1,3,3,1,7,A1577,140000,1060,0,1060,7473,0,1959,0
1,3,3,1,7,A1578,235000,1060,0,1060,7473,0,1959,0
1,3,3,1.5,7,A1579,440000,1610,0,1610,5500,0,1903,1973
1,3,4,1.5,7,A1580,605000,1630,700,2330,6000,0,1940,0
1,2,3,1,8,A1581,380000,1060,150,1210,4800,0,1950,0
1,4,3,1,7,A1582,352000,980,550,1530,8890,0,1925,0
2,4,4,1,7,A1583,420000,1360,910,2270,12000,0,1979,0
2,4,4,2,10,A1584,1180000,2590,0,2590,7220,0,1930,0
1,3,4,1,8,A1585,1380000,1850,0,1850,10572,0,1953,0
1,3,4,1.5,6,A1586,300000,1500,0,1500,14750,0,1933,0
3,4,3,2,11,A1587,1150000,4740,0,4740,49091,0,1990,0
1,2,5,1,7,A1588,453500,1160,550,1710,4189,0,1951,0
2,3,4,1,8,A1589,443500,1920,0,1920,7598,0,1972,0
1,2,3,1,7,A1590,332000,1150,0,1150,8138,0,1954,0
2,3,3,2,8,A1591,655000,2320,0,2320,4721,0,2004,0
